0,1
959,956
814,1485
1137,840
1055,705
1520,926
721,2061
976,1225
619,1015
1145,1135
725,940
1103,833
1034,951
1067,1240
651,1062
803,795
1475,1061
1160,1126
913,1045
1106,1029
1045,1105
1159,840
692,1104
1135,1220
967,873
1014,1016
970,696
1066,834
946,1092
1329,995
729,1008
791,1145
917,955
972,877
1340,903
1103,1093
1173,998
1096,975
864,816
772,934
949,851
764,915
1009,823
833,1184
1045,1145
955,1238
949,982
795,1011
967,1263
1006,1001
1265,1446
1169,1138
1207,979
1036,1019
980,898
973,1126
985,1023
785,1120
702,1112
664,1033
1000,1123
808,1079
934,873
850,950
897,1239
670,848
823,902
862,840
752,752
1130,1147
1090,960
805,1096
969,1364
1034,788
1019,909
778,609
861,817
1042,1079
825,903
755,1396
981,923
1037,917
1000,1238
944,1035
790,1045
1061,918
909,956
862,947
1003,946
920,1020
823,827
763,995
834,1042
1046,968
808,1119
1168,1027
1349,906
839,1066
987,924
1103,1138
766,1039
