0,1
80,60
128,59
22,29
78,24
29,43
39,60
41,25
42,48
20,45
1,45
31,23
29,34
54,30
92,36
28,35
15,21
31,30
12,21
23,42
16,30
17,33
27,23
28,23
47,29
46,21
24,31
33,43
25,21
33,23
4,13
36,44
13,48
29,16
16,23
47,39
29,16
40,86
31,22
26,26
175,20
32,23
43,43
49,32
29,69
33,37
28,91
30,37
32,58
32,63
19,46
104,7
45,25
37,52
20,60
24,54
35,50
31,50
95,61
64,32
29,65
114,23
70,34
24,44
37,42
149,53
52,22
36,95
60,62
81,26
47,81
133,40
47,33
78,51
45,69
43,46
23,60
70,47
48,46
15,40
32,72
51,50
87,20
48,43
18,34
63,63
66,49
56,58
55,55
49,22
56,48
96,62
36,36
77,68
63,25
38,40
48,23
41,112
38,84
5,17
43,36
