0,1
112,94
133,81
98,83
83,97
68,98
110,70
101,77
132,89
86,95
198,62
115,86
84,82
85,49
130,77
99,101
52,87
90,55
87,86
85,87
95,66
80,109
114,86
70,99
104,120
96,91
79,140
107,101
91,55
62,87
148,101
95,78
111,90
94,77
72,107
100,99
91,70
85,91
86,99
103,91
75,108
110,120
95,98
101,100
94,99
90,65
98,84
116,103
102,97
103,89
87,50
74,101
98,84
87,109
89,89
90,76
89,106
99,103
118,114
63,95
89,102
134,89
102,117
89,78
95,89
108,115
114,115
99,108
109,92
100,79
87,105
123,113
99,75
90,107
102,106
99,129
129,87
93,79
101,103
94,76
112,112
91,102
123,72
105,112
108,103
87,103
111,105
103,92
92,104
99,91
93,114
114,118
114,89
94,95
115,102
80,111
91,89
119,111
101,95
113,88
106,80
