0,1
68,30
26,70
14,43
70,7
31,80
37,8
23,14
31,46
16,15
0,111
44,23
24,67
34,16
46,46
19,43
67,30
48,43
11,18
26,29
56,16
19,40
35,50
19,57
42,70
130,20
53,13
36,61
18,34
22,53
14,16
48,46
9,51
34,36
10,25
26,34
41,12
65,15
46,23
30,14
28,35
27,26
38,33
70,36
46,53
34,21
43,108
49,50
33,46
30,24
19,60
29,16
48,20
11,53
20,50
13,70
18,34
25,58
105,34
64,31
23,53
53,14
54,34
24,50
9,25
41,36
58,17
47,61
55,22
60,18
13,64
44,28
23,13
112,64
56,64
81,38
21,16
42,43
41,42
10,22
32,31
41,8
38,19
25,38
16,11
43,75
30,36
22,29
42,32
69,14
35,45
27,45
34,10
70,82
39,16
25,41
58,28
42,57
35,18
1,12
80,41
