0,1
122,127
121,140
140,116
127,135
139,140
117,140
134,134
117,140
128,131
79,128
134,119
135,127
128,135
116,132
135,125
125,124
122,140
123,125
140,130
132,140
111,106
116,139
128,136
140,126
140,120
138,115
136,120
137,144
120,125
99,125
143,128
121,139
132,128
134,136
132,121
140,123
139,123
120,117
121,130
127,123
93,134
124,122
121,139
125,129
136,143
122,120
112,122
140,134
119,126
139,148
141,123
133,133
124,121
118,137
136,135
123,133
112,133
113,122
141,127
126,123
124,125
123,124
115,116
140,139
124,135
114,140
121,118
125,109
121,134
121,122
118,116
124,128
126,124
134,120
115,110
124,127
138,124
120,119
119,140
117,119
125,140
118,144
120,129
108,134
128,130
133,126
133,122
127,137
121,140
106,113
126,121
119,136
134,123
122,124
129,121
117,126
117,125
123,122
121,124
132,138
