0,1
195,37
34,0
73,59
103,1
3,6
23,0
136,55
151,32
45,36
1,9
41,69
123,155
11,0
1,21
38,14
85,101
184,0
29,125
32,96
85,20
114,42
31,98
28,28
87,53
47,161
6,52
179,72
16,15
174,64
25,4
65,7
4,96
86,57
1,43
71,142
42,46
77,8
68,101
23,107
141,57
44,130
120,143
188,39
174,0
86,104
161,3
0,85
0,17
195,5
43,6
0,45
158,17
140,183
81,12
34,101
4,17
16,6
0,42
0,33
22,47
31,23
14,36
127,24
51,38
73,1
61,106
6,131
44,93
169,79
94,127
137,17
163,30
98,58
48,184
75,128
22,46
139,80
121,92
67,11
195,106
169,36
193,34
97,75
19,11
144,101
160,95
10,179
101,189
173,6
2,60
0,76
35,31
127,80
134,178
2,134
99,4
94,169
162,54
0,13
33,31
