0,1
11,8
9,17
13,10
10,10
13,10
4,56
7,13
4,8
9,10
28,14
6,8
11,11
9,9
18,11
11,10
12,9
10,19
5,10
10,10
14,11
4,9
9,10
11,11
11,5
8,11
9,7
12,9
9,10
9,11
11,11
9,10
9,11
7,9
10,9
11,9
12,8
10,11
11,8
5,10
10,7
7,8
13,11
8,7
8,12
12,10
12,10
17,7
7,11
11,10
10,11
18,7
10,11
11,15
10,11
10,7
8,10
9,10
24,13
12,7
8,7
14,11
13,6
10,11
7,11
12,9
10,8
12,12
9,8
11,9
12,10
11,11
9,14
9,15
12,9
10,9
8,10
11,10
7,8
10,14
7,9
11,10
13,14
4,9
9,14
12,14
8,10
9,11
7,14
11,9
9,5
14,11
10,11
12,7
11,17
11,10
12,10
7,5
9,7
10,7
9,11
