0,1
95,113
103,73
29,46
66,40
42,84
79,179
78,26
68,64
44,41
0,26
45,30
31,31
48,74
137,72
51,36
36,40
80,111
33,43
43,39
48,51
49,40
36,48
34,44
70,56
39,32
35,33
69,58
57,49
36,47
12,40
65,61
37,78
57,45
33,34
58,51
50,32
68,41
42,51
46,50
110,41
42,42
59,76
50,65
56,71
61,56
47,111
69,62
46,49
85,46
48,112
102,35
77,55
42,81
57,83
47,73
57,99
42,95
194,36
124,80
50,81
123,63
77,51
62,74
96,83
65,87
73,32
69,103
63,93
73,66
74,52
90,82
71,68
84,85
80,78
101,154
50,62
62,73
73,54
53,49
59,130
72,211
64,67
83,46
65,61
79,65
72,95
65,61
53,114
66,54
81,68
113,61
55,66
84,54
79,65
58,61
89,56
92,86
57,59
40,34
79,53
