0,1
24,25
25,30
26,25
24,27
32,27
26,32
27,27
27,30
28,25
15,25
28,25
30,26
29,28
22,26
25,29
28,25
24,30
22,26
27,26
31,28
25,17
22,31
27,29
30,25
29,25
29,20
25,26
27,31
28,27
22,26
28,27
23,31
29,26
28,28
28,24
29,26
26,25
25,25
26,29
27,25
24,27
25,26
23,27
27,29
28,30
24,24
22,24
28,25
25,22
28,29
26,27
29,26
27,23
23,24
27,27
23,25
22,28
21,25
25,25
25,27
25,25
23,23
24,25
25,26
22,22
24,27
23,23
25,22
25,29
25,26
23,24
27,26
25,22
24,26
26,24
26,25
25,26
24,26
24,28
23,26
25,31
24,28
22,29
22,26
26,24
21,26
30,23
26,25
24,25
24,24
23,26
22,30
26,24
24,23
26,22
26,27
22,25
23,26
26,27
32,30
