0,1
42,61
27,44
31,54
57,54
50,36
17,54
20,61
25,42
49,59
1,61
41,45
44,56
50,105
35,67
36,46
40,46
44,63
35,52
44,51
39,57
46,40
35,53
28,46
32,33
52,43
60,30
43,46
31,40
61,55
27,38
30,55
32,65
55,54
61,37
42,44
38,58
43,42
49,48
37,53
30,37
39,31
29,36
38,33
52,53
36,62
48,58
19,53
30,50
25,53
51,94
56,43
50,61
32,27
46,43
39,65
34,27
40,34
24,25
8,42
46,38
32,37
29,34
36,33
23,43
38,33
26,37
40,34
35,43
40,40
45,43
19,32
47,45
37,40
34,40
22,38
25,28
30,44
37,38
41,55
26,45
35,44
20,47
43,40
51,22
33,31
30,20
55,40
42,42
35,32
28,43
32,34
37,29
33,41
30,43
42,29
46,36
38,26
39,38
27,49
20,55
