0,1
2553,2390
2137,3319
2576,2159
2576,1854
3177,2221
1968,3910
2432,2477
1683,2393
2121,2204
2271,2452
2361,1861
2049,1927
2349,2678
2476,2375
1907,1820
2767,2125
2379,2742
1801,2082
2383,2090
2139,2426
2245,1818
1642,2167
2271,2492
2152,1901
2208,2017
2272,1804
2148,1915
2089,2370
2471,2158
1949,2209
1998,2377
2168,2232
2120,2041
2820,2034
2311,2253
2387,2116
2368,2271
1916,1728
1824,2134
2575,1853
1761,2032
2164,2077
1990,2415
2250,2574
2092,2455
2086,2945
2524,2175
1998,2553
2077,2331
2537,3445
3102,2263
2427,2194
2177,2358
2251,2166
2266,2608
2208,2523
2135,2370
2639,2478
2115,2354
2389,2426
2598,2437
2440,2151
2053,2344
2111,2462
2342,1998
2478,2083
2305,2516
2009,2549
2514,2472
2689,2439
2194,2603
2503,2909
2393,2238
2302,2456
2170,2103
2278,2101
2381,2433
2212,2183
1575,2912
2124,2393
2541,2056
2333,3075
2538,2353
1858,2388
2675,2487
2210,2425
2089,2422
2463,2470
2455,2240
2560,2298
2374,2253
2272,2569
2506,2506
2223,2504
2536,2581
2839,2263
2393,2530
2432,2591
2095,2607
2354,2330
