0,1
36,16
19,53
24,14
38,6
36,15
18,15
29,7
15,4
8,5
0,16
6,16
7,4
9,9
111,12
11,12
47,12
11,7
17,5
21,10
11,12
15,11
6,11
17,13
5,9
10,13
6,8
9,17
12,15
5,9
3,12
4,11
17,9
14,10
14,15
8,19
17,7
9,21
20,5
14,10
16,16
7,28
12,15
14,21
8,29
13,2
12,54
25,26
7,19
9,27
11,18
52,17
15,14
13,38
26,40
9,28
36,21
17,31
30,33
50,18
31,23
26,27
44,19
2,26
16,10
23,24
49,17
31,33
28,82
41,18
28,36
41,67
56,22
31,36
22,47
34,9
38,9
36,29
21,25
16,15
13,51
43,1
27,12
91,20
6,13
50,37
22,25
14,32
24,36
44,17
48,20
129,30
19,10
28,15
26,39
30,43
31,16
22,39
55,93
0,32
40,7
