0,1
24,24
24,29
24,24
23,27
31,27
26,32
27,27
27,30
28,25
15,24
28,25
30,26
29,27
21,25
25,28
28,25
24,30
22,26
27,26
31,27
25,17
21,31
25,29
30,25
29,25
29,20
25,26
27,31
28,27
21,23
28,27
21,31
29,26
27,27
28,24
29,26
26,24
24,25
26,28
27,25
23,27
25,26
23,27
27,28
28,30
24,23
21,23
27,24
25,21
28,29
25,26
29,26
27,23
23,24
27,27
22,25
18,28
20,24
25,23
24,26
25,24
22,22
24,24
24,26
20,22
23,27
22,23
24,21
25,28
24,26
22,24
26,25
25,22
24,24
25,24
24,23
25,25
24,25
24,28
22,26
25,31
23,28
22,28
22,25
26,24
21,25
29,23
25,25
24,25
22,22
22,25
20,29
26,23
24,23
25,22
24,26
22,24
23,25
25,25
31,30
