0,1
99,38
55,95
38,60
76,11
53,85
61,27
40,28
61,35
29,39
0,43
28,39
25,29
28,37
49,74
33,67
27,38
38,73
29,17
42,24
33,29
33,37
52,33
36,44
50,33
32,18
45,22
33,44
29,58
21,28
13,29
31,38
33,49
43,65
23,44
46,61
45,33
49,35
39,34
31,27
32,45
45,34
59,56
49,47
40,79
43,34
37,120
101,49
36,57
41,23
38,52
75,43
31,36
36,74
52,54
31,85
24,49
37,37
69,50
66,37
46,61
60,41
55,49
45,72
27,28
69,40
83,34
31,77
48,35
80,31
42,73
83,38
55,33
58,69
64,73
58,54
32,39
58,62
67,63
18,50
43,65
50,4
81,29
49,53
22,41
54,97
49,45
24,68
74,42
89,45
38,60
49,64
31,26
91,76
65,57
44,56
74,50
64,77
55,25
5,28
72,32
