0,1
1245,1406
1798,505
457,578
863,380
496,909
689,2881
999,376
645,398
525,398
6,176
468,245
143,279
391,967
1235,674
361,366
437,509
845,543
360,267
370,395
475,1238
310,384
354,422
507,461
651,460
317,239
371,441
793,472
503,507
483,262
132,350
492,714
356,696
554,361
254,372
567,476
549,422
490,490
580,627
409,392
1906,391
294,460
550,864
726,573
693,535
753,752
479,1128
682,726
505,639
714,634
497,759
1268,361
620,523
539,797
468,639
571,861
589,1428
392,846
2248,501
862,631
582,822
2525,527
667,551
788,885
1053,704
1044,972
790,511
664,1352
428,934
1024,712
648,1090
1030,597
691,520
1059,1345
654,1088
709,1045
437,599
717,767
700,693
496,581
716,1340
815,7041
958,644
702,629
1296,471
945,925
1049,836
411,906
730,1926
762,735
752,770
1057,708
886,786
1182,904
1167,606
476,826
848,515
984,1519
707,595
261,441
779,363
