0,1
891,682
650,399
356,358
557,112
395,666
315,890
624,201
340,211
218,195
3,134
235,140
79,103
175,469
844,469
264,283
219,234
338,504
219,98
295,158
242,427
189,224
249,201
353,280
358,223
174,104
211,201
289,277
213,252
196,107
91,252
270,357
280,371
284,162
227,261
302,296
356,231
247,393
314,342
209,239
721,239
173,251
313,406
348,435
317,462
346,268
221,922
540,432
311,503
381,303
229,592
746,305
320,370
310,557
277,509
193,645
410,558
343,501
1874,380
702,489
427,535
1319,428
546,401
377,503
488,431
599,585
647,328
526,925
324,764
749,358
463,658
699,496
447,355
542,727
508,780
501,748
376,401
503,475
563,542
167,421
491,1035
593,1692
565,415
587,443
379,402
613,717
599,619
321,616
544,881
616,383
580,590
893,479
599,398
644,591
673,469
398,549
619,382
763,780
498,478
140,390
552,209
