0,1
34,17
32,45
13,16
33,6
28,23
33,1
26,9
18,10
3,4
0,15
8,8
6,2
3,10
119,9
22,11
8,6
8,2
9,2
14,3
11,16
5,13
5,6
9,15
10,6
2,4
4,5
5,12
9,14
3,3
3,6
7,10
12,11
15,3
10,8
8,9
14,8
11,21
15,4
12,6
11,19
5,22
16,23
11,12
5,25
12,2
5,49
23,15
4,15
8,26
5,14
46,13
5,12
15,22
14,26
6,28
34,13
19,24
40,22
26,21
28,27
48,17
33,15
5,27
10,6
21,34
47,14
40,30
16,86
26,11
31,28
26,63
46,18
18,52
7,37
18,14
39,9
28,21
22,18
15,14
9,63
31,2
21,7
105,16
5,13
38,39
22,35
3,49
26,37
33,20
42,17
103,23
19,6
30,19
22,34
15,26
25,12
21,49
51,103
0,31
30,13
