0,1
46,45
40,75
71,63
60,49
82,66
73,76
79,62
43,69
65,46
1,77
44,69
72,62
65,46
35,56
65,53
108,67
66,82
78,62
71,62
66,77
74,51
51,61
102,55
64,47
52,66
61,30
50,53
78,105
77,58
25,61
75,67
57,45
51,69
67,56
58,57
71,72
72,67
65,53
60,56
95,55
51,49
76,66
61,67
54,48
74,73
54,58
65,44
68,53
72,58
62,56
70,56
52,55
81,64
65,68
71,59
77,67
61,63
58,61
129,63
65,60
34,74
69,49
75,89
82,68
54,52
60,48
61,58
56,65
60,81
68,52
58,55
54,80
73,53
64,54
79,33
46,85
77,77
62,59
65,69
62,43
74,54
57,81
52,48
41,75
80,66
59,75
42,68
66,54
66,77
79,43
54,48
49,82
73,64
55,55
78,60
63,75
43,63
60,67
60,63
74,65
